context,key
좋다 분위기도,1
분위기 매우 좋다,1
매장과 세련 되다 깔끔하다 매장과,1
인테리어가 깔끔하다 사진,1
인테리어가 엄청 세련되다,1
인테리어가 깔끔하다 사진,1
고급스럽다 분위기도,1
깔끔하다 분위기의,1
분위기 좋다 가성비,1
분위기가 너무 좋다 고급스럽다 분위기가 인테리어로 고급스럽다 분위기가 깔끔하다 인테리어로,1
분위기 좋다 크다플 인테리어 고급지다 첨엔,1
매장이 아주 깔끔하다,1
인테리어 그 세련되다,1
좋다 분위기네요,1
분위기가 너무 좋다,1
깔끔하다 분위기도,1
분위기 좋다 검다,1
분위기 좋다 카페,1
분위기 좋다 고급진,1
분위기 좋다 크다플,1
분위기 좋다 크다플,1
아기자기하다 매장인데도,1
분위기가 포근하다 즐기다,1
분위기 있다 좋다,1
분위기가 너무 좋다 분위기 좋다 재방문하다,1
좋다 분위기를,1
고급진 분위기도,1
분위기 좋다 최고,1
분위기가 더 좋다,1
분위기 좋다 크다플,1
분위기 좋다 가성비,1
분위기 좋다 가성비,1
분위기 좋다 크다플,1
분위기가 조용하다 좋다,1
좋아하다 분위기이다,1
분위기 맘에 들다,1
분위기 내기 최고네요,1
분위기가 너무 좋다,1
조용하다 분위기도,1
분위기 좋다 음식이,1
매장 깨끗하다 친절하다,1
분위기가 너무 좋다 깔끔하다 분위기가,1
분위기 좋다 깔끔하다,1
분위기가 너무 좋다,1
좋다  매장도,1
분위기가 너무 좋다,1
좋다  분위기도,1
매장 깔끔하다 좋다,1
인테리어가 아기자기하다 맘에 매장 인테리어가 아기자기하다,1
매장 환경이 좋다,1
매장이 깔끔하다 예쁘다,1
매장이 엄청 깨끗하다,1
인테리어가 맘에 듭니다,1
인테리어 깔끔하다 무엇보다,1
매장 깨끗하다 조용하다,1
매장 너무 깔끔하다,1
매장이 아기자기 너무,1
분위기 좋다 힐링하다,1
매장이 깨끗하다 이,1
인테리어 너무 예쁘다,1
좋다  인테리어도,1
매장이라 깨끗하다 사장님,1
분위기 너무 예쁘다,1
분위기 좋다  커피,1
인테리어 너무 예쁘다,1
분위기 아늑하다 좋다,1
분위기 좋다 맛있다,1
인테리어가 초록하다 좋다,1
매장이 깔끔하다 식물이,1
깔끔하다 인테리어에,1
분위기가 너무 좋다,1
인테리어 예쁘다 커피,1
분위기 좋다 맛있다,1
매장이 넘다 귀엽다,1
분위기 두 좋다,1
분위기 좋다  식탁,1
인테리어 예쁘다 친절하다,1
분위기 좋다 친절하다,1
분위기 너무 좋다,1
분위기 좋다 프라이빗,1
아늑하다 분위기에서,1
매장이라서 정말 좋다,1
좋다 인테리어도,1
좋다  분위기도,1
분위기 깡패 사진,1
분위기 좋다 곳,1
분위기가 정말 좋다,1
분위기 너무 좋다,1
좋다  인테리어도,1
분위기 너무 좋다,1
분위기가 넘다 좋다,1
분위기가 깔끔하다 저희뿐이라,1
최고이다  분위기도,1
분위기 완전 좋다,1
조용하다 분위기도,1
분위기 좋다 원테이블,1
분위기 좋다 아이,1
분위기 좋다  자다,1
좋다 인테리어도,1
분위기 좋다 원,1
깔끔하다 인테리어에,1
인테리어가 깔끔하다 맛있다,1
분위기 너무 좋다,1
분위기 깔끔하다 돈 매장 분위기 깔끔하다,1
매장 깔다크다 좋다,1
분위기 좋다 서비스,1
좋다  매장도,1
매장이 넓다 깨끗하다,1
매장 너무 깔끔하다,1
매장이 넓다 좋다,1
분위기가 전체적으로 좋다,1
분위기 좋다  아직,1
매장이 깨끗하다  등심이랑,1
매장이 깔끔하다 직원,1
매장이 깔끔하다 서비스가,1
인테리어가 좋다 동네가,1
분위기 좋다 친구들이랑,1
분위기 좋다   돈까스에,1
매장 정말 깨끗하다,1
매장이 깨끗하다 직원,1
매장 깨끗하다 맛있다,1
분위기 너무 좋다,1
분위기 인테리어 좋다 인테리어 좋다 조용하다,1
분위기가 너무 좋다,1
매장이 너무 깔끔하다,1
매장 깔끔하다 음식도,1
깔끔하다 분위기의,1
분위기 좋다 가게가,1
깔끔하다 분위기가,1
분위기 좋다 맛있다,1
분위기 좋다 맛,1
만족 매장도,1
분위기 좋다 주문도,1
좋다 매장이,1
매장이 깔끔하다  찬이,1
분위기 아담하다 맛,1
분위기 좋다 맛도,1
분위기가 좋다  돈카츠 예쁘다 분위기가,1
분위기가 조용하다 좋다,1
깔끔하다 매장과,1
분위기 너무 좋다,1
분위기 좋다 고기가,1
분위기 좋다 친절하다,1
분위기가 너무 좋다,1
깔끔하다 인테리어의,1
깔끔하다 인테리어도,1
분위기는 좋다 음식도 매장 분위기는 좋다,1
좋다  분위기도,1
매장에 존재하다 않다,0
안 분위기도,0
매장이 깔끔하다 편안하다,1
매장홀 넓다 아늑,1
모던한 인테리어에,1
분위기가 너무 좋다,1
분위기가 너무 좋다,1
분위기 좋다 언제나,1
분위기 좋다 커피도,1
좋다 분위기에,1
좋다 인테리어도,1
분위기 좋다  편안함,1
깔끔하다 인테리어도,1
분위기 좋다 좌석도,1
인테리어 깔끔하다 패션,1
분위기 좋다 카페,1
인테리어가 고급지 고 조용하다 인테리어가,1
분위기 있다 좋다,1
분위기 좋다  와이프,1
분위기 맛 좋다,1
분위기 좋다 예약제라,1
깔끔하다 분위기와,1
깨끗하다  인테리어가 매장이 깨끗하다  인테리어가,1
매장이 깨끗하다 맛있다,1
분위기가 좋다  사진,1
분위기 좋다  사진,1
좋다 분위기가,1
좋다  인테리어도,1
인테리어가 모던하다 깔끔하다,1
모던한 분위기에,1
분위기 너무 좋다,1
분위기가 너무 깔끔하다,1
분위기 좋다 카페는,1
깔끔하다  분위기도,1
분위기 너무 좋다,1
분위기 좋다 커피도,1
인테리어가 너무 예쁘다,1
인테리어가 깔끔하다 예쁘다,1
인테리어가 심플 깔끔하다,1
분위기 좋다 케이크가,1
인테리어가 너무 예쁘다 인테리어를 훌륭하다 감싸다,1
분위기와 맛이 좋다,1
분위기 기분 좋다,1
분위기 좋다 한적하다,1
분위기 너무 좋다,1
분위기는 아주 좋다,1
분위기가 너무 좋다,1
좋다  인테리어도,1
분위기 너무 좋다,1
분위기가 너무 좋다,1
분위기 좋다 카페가,1
분위기가 아늑하다 넘다,1
분위기 좋다  전,1
분위기가 좋다 집 분위기가 좋다 아서,1
인테리어와 깔끔하다 쾌적하다,1
분위기가 너무 좋다,1
인테리어부터 너무 예쁘다,1
깔끔하다 매장에서,1
분위기가 깔끔하다 친절하다,1
매장 깨끗하다 좋다,1
매장이 깔끔하다 직원,1
분위기 좋다 가게,1
깔끔하다 분위기도,1
좋다 인테리어도,1
깨끗하다 분위기도,1
분위기 좋다 맛도,1
분위기가 너무 좋다,1
분위기 좋다 친절하다,1
좋다 분위기도,1
분위기 너무 좋다,1
매장은 넓다 편이에,1
분위기 좋다 깔끔하다 매장 분위기 좋다,1
분위기 좋다 조용하다,1
분위기 좋다 곳,1
매장이 깔끔하다 쾌적하다,1
분위기가 은은하다 좋다,1
분위기 좋다 플레이팅도,1
분위기 좋다 음식도,1
분위기가 좋다 고급,1
따뜻하다 분위기에서,1
않다 분위기도,0
인테리어가 매우 깔끔하다,1
분위기 진짜 좋다,1
깨끗하다 인테리어랑,1
인테리어 너무 깔끔하다,1
분위기 너무 좋다 좋다  인테리어도,1
분위기나 전망 좋다 분위기 좋다 맥주하다,1
인테리어가 깔끔하다 음식이,1
인테리어부터 깔끔하다 마스크,1
분위기 좋다 고기,1
매장이 깔끔하다 직원들,1
좋다 분위기도 좋다 인테리어도,1
분위기 좋다 맛,1
분위기 좋다 커피도,1
매장이 깔끔하다 정말,1
인테리어가 예쁘다  사장님도,1
분위기 진짜 좋다,1
분위기 좋다  조용하다,1
않다 분위기와,0
분위기 좋다 커피,1
분위기 좋다 조용하다,1
인테리어 깔끔하다 음료도,1
조용하다 분위기에,1
분위기가 좋다  등,1
매장이 깔끔하다 주문하다,1
없다  분위기도,0
분위기 좋다 예쁘다,1
분위기 좋다 깔끔하다,1
매장 정말 깨끗하다,1
인테리어가 예쁘다 직원분도,1
분위기 좋다 깔끔하다,1
인테리어 깔끔하다 대다,1
분위기 좋다 스테이크로,1
좋다  인테리어도,1
아기자기하다 매장이랑,1
따뜻하다 분위기의,1
분위기 너무 좋다,1
분위기 좋다 바다,1
분위기 좋다 맛있다,1
매장이 시원하다 않다,0
깔끔하다 인테리어도,1
분위기가 너무 좋다,1
좋다 분위기도,1
좋다 분위기도,1
분위기가 최고이다  일단,1
아기자기하다 분위기가,1
분위기 정말 좋다,1
분위기 모두 완벽하다,1
분위기 너무 좋다,1
분위기가 좋다 술도,1
분위기가 너무 좋다,1
분위기 짱 가성비,1
분위기가 훌륭하다 오이도,1
분위기 좋다 곳에,1
인테리어가 아기자기 하다,1
좋다 분위기도,1
매장이 크다 않다,0
분위기가 있다 깔끔하다,1
분위기 좋다  맛도,1
좋다 분위기도,1
매장이 깔끔하다 맛있다,1
분위기 최고에 요,1
매장 너무 예쁘다,1
분위기 내기 좋다,1
분위기 너무 좋다,1
분위기 좋다 재,1
분위기 맛 최고이고,1
분위기가 좋다 코로나,1
분위기 너무 좋다,1
분위기가 매우 좋다,1
인테리어 너무 예쁘다,1
분위기 짱 브런치 인테리어 너무 예쁘다,1
인테리어 너무 예쁘다,1
매장이 넓다 프라이빗다,1
매장 넓다  굳다굳다,1
인테리어 예쁘다 오다보다,1
매장이 넓다 좋다,1
인테리어는 고급진 레스토랑,1
분위기 너무 좋다,1
매장이 깔끔하다 예쁘다,1
분위기가 너무 좋다,1
매장 넘다 예쁘다,1
인테리어가 너무 예쁘다,1
좋다  매장도,1
분위기 좋다  그리고,1
분위기가 좋다  식전,1
분위기 좋다 예쁘다,1
인테리어가 좋다 직원 매장 인테리어가 좋다,1
분위기 너무 좋다,1
분위기 두 좋다욥,1
인테리어 독특하다 양이,1
인테리어가 너무 맘에,1
분위기가 좋다  오픈되다,1
분위기 좋다 너무,1
분위기가 너무 좋다,1
분위기 너무 좋다,1
인테리어 진짜 예쁘다,1
분위기가 너무 깔끔하다,1
매장이 생각보다 넓다,1
매장이 깔끔하다 친절하다,1
분위기 좋다  직원 매장 깨끗하다 분위기,1
분위기 좋다 사람,1
인테리어가 너무 예쁘다 좋다 인테리어가,1
분위기 좋다 음식이,1
인테리어가 예쁘다 분위기,1
분위기 좋다 개별,1
인테리어 이쁘다 트랜디하다,1
분위기 좋다 쾌적하다,1
인테리어가 독특하다 좋다,1
분위기 좋다 강아지랑,1
분위기가 너무 좋다,1
분위기가 너무 좋다,1
분위기 좋다 맛있다,1
분위기 넘다 좋아욯,1
인테리어 너무 깔끔하다,1
분위기 좋다 식당이,1
분위기가 너무 좋다,1
분위기 좋다 맛있다,1
매장이 깔끔하다 좋다,1
인테리어 예쁘다 맛,1
분위기 너무 좋다,1
분위기 너무 마음에,1
좋다 인테리어도,1
분위기 좋다  재방문률,1
분위기가 아주 좋다,1
분위기가 너무 좋다 예쁘다 분위기가 인테리어 예쁘다 분위기가,1
인테리어가 너무 예쁘다 예쁘다 인테리어가,1
분위기가 너무 좋다,1
분위기 있다 좋다 인테리어가 특별하다 고급,1
분위기가 너무 좋다 좋다 분위기가,1
분위기가 좋다 가게,1
인테리어가 예쁘다 선인장이랑,1
귀엽다 분위기도 좋다 인테리어도,1
분위기 자체가 깔끔하다,1
분위기가 너무 좋다,1
분위기 좋다 맛집,1
분위기 좋다 사람도,1
예쁘다 분위기도,1
분위기 너무 좋다,1
인테리어 좋다 홀,1
분위기 좋다 음식도,1
분위기가 좋다  프라이빗,1
분위기가 특이하다 깔끔하다,1
인테리어가 넘다 맘에 매장이 넓다 거리두기도,1
분위기가 좋다  선인장이,1
분위기 좋다 가성비도,1
인테리어 깔끔하다 맛있다,1
분위기 넘다 좋다,1
인테리어가 정말 예쁘다,1
분위기가 너무 좋다,1
분위기 좋다 매우,1
매장 청결하다 좋다,1
인테리어가 아주 예쁘다,1
매장이 넓다 음식도,1
분위기 좋다 맛있다,1
예쁘다 분위기도 인테리어가 너무 예쁘다,1
분위기가 너무 좋다,1
분위기가 너무 좋다,1
인테리어가 귀엽다 애견,1
분위기 넘다 좋다,1
매장이 넓다 직원,1
매장이 넓다 쾌적하다,1
매장은 깔끔하다 예쁘다,1
좋다 분위기도,1
인테리어 너무 예쁘다,1
분위기 예쁘다 좋다 인테리어 분위기 예쁘다 매장 내부 깔끔하다,1
인테리어 넘다 좋다,1
매장 깨끗하다 자리,1
분위기가 너무 좋다,1
분위기가 좋다 직원분들이,1
예쁘다 분위기도,1
좋다 인테리어도,1
분위기 좋다 맛있다,1
분위기가 너무 좋다,1
분위기 진짜 좋다,1
적당하다 분위기도,1
분위기 완전 좋다,1
인테리어까지 더하다 좋다 예쁘다 인테리어까지,1
귀엽다 인테리어에,1
분위기가 너무 좋다 독특하다 분위기가,1
분위기가 좋다인지 뭐인지 좋다 매장이,1
분위기가 좋다 직원분도,1
좋다  인테리어도,1
분위기 너무 좋다,1
분위기 너무 좋다,1
인테리어가 너무 예쁘다 좋다 인테리어가,1
분위기가 넘다 좋다 좋다  분위기가,1
분위기가 너무 좋다,1
분위기가 너무 좋다,1
분위기가 너무 좋다,1
분위기가 좋다 데이트 예쁘다 분위기가 인테리어가 예쁘다 분위기가,1
분위기 모두 최고이다,1
매장 인테리어가 예쁘다,1
분위기 좋다 되다,1
짱이에요  분위기하다,1
분위기는 역시 최고네요,1
좋다  분위기도,1
분위기 좋다 실망하다,1
분위기 좋다 파스타,1
아늑하다 분위기에,1
분위기 좋다 맛있다,1
분위기 좋다 맛도,1
분위기가 좋다 자주,1
좋다 분위기도,1
분위기가 좋다 데이트하다,1
분위기 좋다 맛도,1
분위기 좋다 카메라,1
분위기 조용하다 넘다,1
분위기가 고급 지구,1
분위기 좋다 인테리어 인테리어 깔끔하다  맛있다,1
인테리어 완전 고급스럽다,1
분위기 좋다 조용하다,1
매장이 넓다 좋다,1
분위기 좋다 맛있다,1
분위기 있다 좋다,1
인테리어에 소개팅하다 좋다,1
좋다 분위기에,1
분위기 좋다 맛있다,1
분위기 좋다 맛있다,1
분위기가 너무 좋다 깔끔하다 분위기가,1
분위기가 엄청 좋다,1
분위기 좋다 맛있다,1
분위기가 엄청 좋다,1
분위기가 너무 좋다,1
분위기는 좋다 음식은,1
인테리어 예쁘다 좋다,1
좋다 분위기도,1
분위기 엄청 좋다,1
분위기가 나름 매력 아담하다 분위기가,1
좋다  매장도,1
인테리어와 좋다 음악들,1
매장이 너무 깔끔하다,1
인테리어가 너무 예쁘다,1
모던한 분위기의,1
매장이 넘다 깔끔하다,1
매장 깔끔하다 토핑,1
분위기가 좋다 마르다탕도 깨끗하다 분위기가,1
인테리어가 독특하다 고급진,1
매장이 예쁘다  우유는,1
인테리어 독특하다 깨끗하다,1
분위기가 정말 좋다 좋다  분위기가,1
매장 깔끔하다 직원,1
매장 깨끗하다 좋다,1
매장이 넓다 너무,1
분위기 좋다 고기,1
깨끗하다 인테리어가 매장이 깨끗하다 인테리어가,1
괜찮다  매장도,1
좋다 매장도,1
분위기가 좋다 맛있다,1
분위기 좋다 편하다,1
매장 내부가 깔끔하다,1
분위기 좋다 식사하다,1
인테리어 다 최고이다,1
분위기 좋다 소문,1
분위기 너무 좋다,1
인테리어가 정말 독특하다,1
